transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,is_outlier,date_imputed,amount_was_invalid
T0240,U028,2021-04-16,expense,fod,8001.0,upi,jaipur,Lunch,False,True,False
T8736,U006,2021-04-16,expense,fod,-500.0,crd,kolkata,Train ticket,False,True,False
T8970,U102,2021-04-16,expense,traval,7206.0,credit card,chennai,EMI payment,False,True,False
T13302,U061,2021-04-16,expense,entertainment,1743.0,unknown,jai,,False,True,False
T7029,U074,2021-04-16,expense,travel,5495.0,upi,unknown,EMI payment,False,True,False
T8431,U100,2023-06-11,expense,rent,3588.0,cash,pun,,False,False,False
T1798,U091,2021-04-16,expense,rnt,1857.0,bank transfr,hyderabad,Grocery shopping,False,True,False
T0849,U019,2022-03-20,expense,utilties,8759.0,cash,kolkata,test,False,False,False
T4103,U025,2021-04-16,expense,entertainment,3543.0,bank transfer,delhi,Books,False,True,False
T1048,U076,2022-06-01,expense,travl,5718.0,upi,mumbai,xyz123,False,False,False
T5302,U058,2021-04-16,expense,rent,2023.0,credit card,ahmedabad,ATM withdrawal,False,True,False
T2461,U082,2021-04-16,expense,health,7511.0,crd,delhi,,False,True,False
T0011,U147,2021-04-16,expense,food,2952.0,cash,hyderabad,Movie tickets,False,True,False
T1711,U009,2023-12-09,expense,rent,7945.0,upi,chennai,!!!,False,False,False
T4798,U005,2024-06-13,expense,education,5749.0,crd,pune,ATM withdrawal,False,False,False
T4404,U010,2021-04-16,expense,rent,2792.0,cash,delhi,asdfgh,False,True,False
T8609,U149,2024-10-22,expense,utility,5073.5,upi,hyd,Petrol,False,False,True
T6961,U062,2021-04-16,expense,entrtnmnt,5631.0,cash,luc,asdfgh,False,True,False
T4435,U094,2021-04-16,expense,fod,4754.0,bank transfer,hyderabad,Train ticket,False,True,False
T5900,U098,2022-06-10,expense,entertain,4902.0,upi,chennai,Lunch,False,False,True
T9704,U117,2021-10-14,expense,rent,3449.0,cash,hyderabad,Internet bill,False,False,False
T3239,U025,2024-03-20,expense,food,4823.0,cash,hyderabad,Books,False,False,True
T11234,U135,2021-09-23,expense,entrtnmnt,5485.0,upi,kol,...,False,False,True
T1546,U136,2021-04-16,expense,saving,7585.0,bank_transfer,jai,Monthly rent payment,False,True,False
T7073,U117,2022-02-03,expense,food,644.0,cash,chennai,!!!,False,False,False
T11837,U003,2023-08-14,expense,rent,999999999.0,crd,delhi,Online course,False,False,False
T4779,U066,2021-03-29,expense,entertain,4902.0,bank transfer,ahmedabad,Electricity bill,False,False,True
T13411,U030,2021-07-21,expense,savings,6766.0,crd,hyderabad,Electricity bill,False,False,True
T10039,U065,2024-04-05,income,bonus,76378.0,upi,unknown,Uber ride,False,False,False
T5177,U071,2022-10-29,expense,edu,7963.0,crd,unknown,...,False,False,False
T9661,U085,2021-04-16,expense,foodd,2457.0,cash,jaipur,,False,True,True
T11233,U014,2023-10-12,expense,health,6619.0,cash,mumbai,Movie tickets,False,False,False
T7305,U082,2021-04-16,expense,utilities,4838.0,upi,delhi,Restaurant dinner,False,True,False
T11417,U043,2024-10-10,expense,health,5085.0,credit card,luc,Coffee,False,False,True
T3067,U090,2021-04-16,expense,food,1609.0,credit card,chennai,misc,False,True,False
T2594,U082,2021-04-16,income,salary,57534.0,cash,lucknow,,False,True,True
T1834,U089,2021-01-25,expense,entertainment,3273.0,bank_transfer,pune,,False,False,False
T12666,U071,2021-04-16,expense,foods,2150.0,credit card,jaipur,,False,True,False
T12735,U007,2024-06-24,expense,utilities,982.0,crd,delhi,xyz123,False,False,False
T0714,U099,2021-12-19,expense,entertainment,4956.5,bank transfr,bangalore,,False,False,True
T5346,U113,2021-10-03,expense,food,6805.0,credit card,unknown,,False,False,False
T7353,U034,2021-04-16,expense,entertainment,2114.0,unknown,pune,,False,True,False
T6596,U139,2021-04-16,expense,utilities,7812.0,cash,mumbai,Petrol,False,True,False
T12705,U129,2021-04-16,expense,foodd,4648.0,upi,ahmedabad,,False,True,False
T4516,U127,2021-04-16,expense,traval,2673.0,cash,jaipur,,False,True,False
T11113,U120,2021-08-31,income,salary,57534.0,cash,ahmedabad,,False,False,True
T9829,U106,2023-12-14,expense,fod,8081.0,crd,unknown,Gym membership,False,False,False
T11776,U073,2022-02-19,expense,traval,9159.0,crd,chennai,xyz123,False,False,False
T5891,U142,2021-04-04,expense,fod,2770.0,bank_transfer,bangalore,Coffee,False,False,False
T11993,U128,2021-04-16,expense,entertainment,584.0,cash,hyderabad,Coffee,False,True,True
T12237,U046,2021-04-16,expense,entertainment,4956.5,unknown,mumbai,Electricity bill,False,True,True
T3085,U105,2023-10-01,expense,food,698.0,bank transfer,unknown,Grocery shopping,False,False,False
T5747,U073,2021-04-16,expense,entertain,8011.0,upi,pune,Internet bill,False,True,False
T4845,U004,2021-04-16,expense,edu,9705.0,upi,luc,Train ticket,False,True,False
T9664,U078,2021-04-16,expense,rent,14844.0,cash,bangalore,Petrol,False,True,False
T11537,U095,2022-07-12,expense,entertainment,3794.0,credit card,ban,!!!,False,False,False
T5848,U058,2021-04-16,expense,savings,5421.0,cash,ahmedabad,,False,True,True
T5422,U013,2021-04-16,expense,education,5768.0,bank transfer,lucknow,Grocery shopping,False,True,True
T6460,U133,2021-04-16,expense,rent,4186.0,upi,ahmedabad,,False,True,False
T3307,U092,2024-04-29,expense,travel,7045.0,cash,hyderabad,,False,False,False
T9327,U054,2021-04-16,income,salary,14832.0,cash,chennai,misc,False,True,False
T5369,U058,2021-04-16,expense,helth,0.0,bank transfr,pune,,False,True,False
T0434,U036,2021-04-16,expense,utlities,6716.0,cash,bangalore,test,False,True,False
T2232,U146,2021-04-16,expense,rent,5838.0,crd,kolkata,Lunch,False,True,False
T2913,U090,2021-04-16,expense,unknown,2295.0,bank_transfer,delhi,Electricity bill,False,True,False
T7857,U031,2021-09-07,expense,entertainment,1691.0,bank transfer,kolkata,Electricity bill,False,False,False
T13510,U136,2021-04-16,expense,rnt,2428.0,unknown,hyd,,False,True,False
T2184,U141,2021-04-16,expense,rent,23284.0,credit card,mumbai,Electricity bill,False,True,False
T2690,U072,2021-04-16,expense,travl,5167.0,cash,mumbai,,False,True,False
T13093,U041,2021-04-16,expense,utlities,2064.0,cash,bangalore,Restaurant dinner,False,True,False
T13446,U107,2022-06-02,expense,rent,46496.0,cash,ahmedabad,test,False,False,False
T0871,U058,2021-04-16,expense,foods,4776.0,bank transfr,unknown,Internet bill,False,True,False
T8342,U087,2021-04-16,expense,utilities,7469.0,banktransfer,chennai,Electricity bill,False,True,False
T2741,U148,2022-01-01,expense,travl,5164.0,upi,delhi,,False,False,True
T0353,U014,2021-04-16,income,investment,22626.0,banktransfer,ahm,,False,True,False
T10355,U141,2022-07-29,expense,rent,6833.0,credit card,che,EMI payment,False,False,False
T11794,U051,2023-04-21,income,investment,49033.0,upi,ahmedabad,asdfgh,False,False,False
T9697,U071,2021-04-16,expense,rent,999999999.0,cash,jaipur,Grocery shopping,False,True,False
T4236,U071,2021-04-16,expense,savings,6984.0,upi,delhi,test,False,True,False
T8236,U026,2021-04-16,expense,utilities,5973.0,upi,kolkata,Internet bill,False,True,False
T3825,U076,2023-01-03,expense,travl,5164.0,cash,bangalore,Grocery shopping,False,False,True
T6609,U031,2021-04-16,expense,rnt,5593.0,credit card,lucknow,Restaurant dinner,False,True,False
T2324,U134,2022-08-05,expense,unknown,2295.0,cash,delhi,asdfgh,False,False,False
T8772,U142,2022-02-14,income,others,34683.0,bank transfr,ahmedabad,Train ticket,False,False,False
T8153,U094,2021-04-16,expense,travel,230.0,upi,ban,Movie tickets,False,True,False
T7028,U024,2021-06-02,expense,rent,5238.0,crd,luc,Restaurant dinner,False,False,True
T0499,U070,2021-01-08,expense,fod,8702.0,upi,mumbai,Internet bill,False,False,False
T12445,U127,2024-10-14,expense,traval,1635.0,cash,delhi,ATM withdrawal,False,False,False
T0195,U020,2021-04-16,expense,food,4823.0,unknown,hyderabad,...,False,True,True
T3821,U062,2021-04-16,expense,rent,11591.0,crd,mumbai,,False,True,False
T2975,U030,2022-10-25,expense,foodd,1131.0,crd,pune,Train ticket,False,False,False
T9932,U019,2023-03-11,expense,utilties,709.0,credit card,kol,Train ticket,False,False,False
T6356,U120,2022-06-08,expense,entrtnmnt,5485.0,crd,kolkata,asdfgh,False,False,True
T7688,U024,2021-04-16,expense,utilties,5458.0,upi,pune,Gym membership,False,True,False
T0951,U077,2021-04-16,expense,food,921.0,cash,bangalore,Books,False,True,False
T2234,U117,2021-04-30,expense,food,427.0,credit card,ban,Coffee,False,False,False
T5032,U108,2021-04-16,expense,entertain,4902.0,upi,unknown,Movie tickets,False,True,True
T3339,U052,2021-12-05,expense,entertainment,999999999.0,bank_transfer,del,Train ticket,False,False,False
T4366,U099,2021-04-16,expense,rnt,1012.0,bank_transfer,del,Restaurant dinner,False,True,False
T6397,U029,2021-04-16,expense,unknown,2295.0,cash,unknown,Uber ride,False,True,False
T1052,U109,2021-04-16,expense,entrtnmnt,5485.0,upi,hyderabad,Fixed deposit,False,True,True
T0003,U097,2021-04-16,expense,health,850.0,credit card,ahmedabad,misc,False,True,False
T2901,U091,2021-04-16,income,investment,37262.0,cash,ahmedabad,Books,False,True,False
T5105,U042,2021-04-16,income,others,37998.0,upi,kolkata,...,False,True,False
T2861,U144,2023-11-08,expense,utilities,568.0,unknown,hyderabad,Train ticket,False,False,True
T7460,U013,2021-04-16,expense,entertainment,788.0,bank transfr,mum,Books,False,True,False
T11739,U139,2022-01-12,expense,education,5768.0,upi,ahmedabad,,False,False,True
T10624,U050,2023-12-10,expense,entrtnmnt,7226.0,upi,kolkata,Petrol,False,False,False
T9733,U060,2023-05-07,expense,unknown,2295.0,cash,chennai,,False,False,True
T0205,U099,2021-04-16,expense,rent,7519.0,upi,jai,Books,False,True,False
T3235,U118,2022-07-29,expense,food,9521.0,cash,kolkata,Grocery shopping,False,False,False
T10455,U044,2021-04-16,expense,rent,43044.0,cash,hyderabad,Movie tickets,False,True,False
T4225,U086,2021-04-16,expense,utlities,4915.0,cash,ahmedabad,misc,False,True,False
T13531,U001,2021-04-16,income,salary,57534.0,cash,unknown,Lunch,False,True,True
T3459,U038,2023-09-13,expense,food,2545.0,upi,pune,Uber ride,False,False,False
T2310,U059,2021-04-16,income,freelance,20604.0,upi,chennai,!!!,False,True,False
T7968,U030,2021-04-16,expense,food,4823.0,credit card,delhi,Fixed deposit,False,True,True
T10244,U079,2023-07-01,expense,utlities,6730.0,unknown,chennai,Grocery shopping,False,False,False
T0204,U002,2021-04-16,expense,utility,5073.5,cash,lucknow,,False,True,True
T7381,U044,2021-04-16,expense,entertain,1418.0,unknown,pune,Train ticket,False,True,False
T7128,U099,2024-02-22,expense,health,6427.0,bank transfer,hyderabad,Restaurant dinner,False,False,False
T7221,U101,2021-04-16,expense,food,3358.0,credit card,hyd,!!!,False,True,False
T10989,U039,2021-04-02,expense,utilities,0.0,cash,chennai,,False,False,False
T1561,U012,2021-04-16,expense,rnt,5725.0,upi,mumbai,Coffee,False,True,False
T2656,U086,2021-04-16,expense,entertain,4902.0,banktransfer,hyderabad,Fixed deposit,False,True,True
T1994,U111,2021-04-16,expense,education,2326.0,upi,unknown,misc,False,True,False
T10535,U115,2024-11-04,expense,helth,402.0,bank transfer,delhi,xyz123,False,False,False
T12484,U047,2021-04-16,expense,food,5993.0,cash,bangalore,Doctor consultation,False,True,False
T11930,U097,2022-12-26,expense,food,4931.0,cash,lucknow,Coffee,False,False,False
T7057,U035,2021-04-16,expense,foodd,4832.0,credit card,unknown,misc,False,True,False
T13422,U101,2021-04-16,expense,fod,1091.0,cash,kol,Petrol,False,True,False
T2108,U135,2021-04-16,expense,travl,5164.0,bank_transfer,pune,Petrol,False,True,True
T12159,U112,2021-04-16,expense,entertainment,3334.0,credit card,kolkata,,False,True,False
T11487,U098,2021-04-16,expense,savings,6766.0,bank transfer,mumbai,,False,True,True
T8673,U140,2021-04-16,income,salary,25810.0,credit card,ban,,False,True,False
T9859,U082,2021-04-16,expense,foods,999999.0,upi,che,Gym membership,False,True,False
T9906,U123,2021-04-16,expense,foodd,2457.0,cash,del,,False,True,True
T13804,U011,2023-11-18,expense,foods,1199.0,upi,bangalore,Internet bill,False,False,False
T10759,U074,2021-04-16,expense,helth,5092.0,bank transfer,unknown,test,False,True,False
T9880,U083,2021-04-16,expense,utilties,1246.0,upi,hyderabad,ATM withdrawal,False,True,False
T13136,U121,2022-02-26,expense,travel,5167.0,cash,hyderabad,Coffee,False,False,False
T8706,U110,2021-04-16,income,freelance,35111.0,credit card,hyderabad,,False,True,False
T11378,U095,2021-04-16,income,freelance,29973.0,bank transfer,ahmedabad,misc,False,True,False
T2308,U131,2021-04-16,expense,food,3124.0,bank transfr,pune,Uber ride,False,True,False
T5328,U060,2021-04-16,expense,savings,9530.0,upi,hyderabad,test,False,True,False
T2919,U096,2021-10-11,income,bonus,31487.0,upi,delhi,Grocery shopping,False,False,False
T12211,U140,2023-06-26,income,freelance,49188.0,crd,bangalore,Internet bill,False,False,False
T11004,U045,2021-04-16,expense,utilities,6870.0,cash,pune,Medicine,False,True,False
T6320,U006,2021-04-16,expense,rent,3896.0,credit card,unknown,Movie tickets,False,True,False
T7311,U044,2021-04-16,expense,travel,7285.0,unknown,lucknow,Monthly rent payment,False,True,False
T8415,U076,2021-04-16,expense,rentt,6026.0,crd,luc,!!!,False,True,False
T10757,U005,2022-11-03,expense,travel,8001.0,upi,lucknow,Gym membership,False,False,False
T13655,U127,2021-04-16,expense,foodd,3228.0,upi,mumbai,Fixed deposit,False,True,False
T6373,U061,2024-06-12,expense,food,3531.0,bank transfer,unknown,Doctor consultation,False,False,False
T5902,U100,2021-04-16,expense,entertainment,8711.0,cash,chennai,Gym membership,False,True,False
T4333,U145,2023-05-11,expense,entrtnmnt,8024.0,crd,chennai,Books,False,False,False
T8784,U058,2021-04-16,expense,food,5877.0,credit card,unknown,Electricity bill,False,True,False
T10674,U093,2021-06-23,expense,utilities,2253.0,credit card,chennai,Movie tickets,False,False,False
T0389,U119,2023-05-15,expense,utilities,0.0,bank transfer,delhi,...,False,False,False
T4427,U112,2021-04-16,expense,fod,8697.0,crd,unknown,Online course,False,True,False
T11986,U053,2021-04-16,expense,rent,7957.0,cash,jaipur,Internet bill,False,True,False
T3594,U001,2022-02-26,expense,foods,3404.0,bank transfer,hyderabad,,False,False,False
T6805,U126,2021-05-16,expense,rent,2108.0,banktransfer,luc,!!!,False,False,False
T7795,U113,2022-04-08,expense,utilties,1850.0,cash,bangalore,ATM withdrawal,False,False,False
T13406,U023,2021-04-16,expense,rent,976.0,cash,pune,...,False,True,False
T4053,U111,2021-04-03,expense,rent,45370.0,cash,ban,Books,False,False,False
T2605,U121,2021-04-16,expense,utilities,5814.0,bank transfr,ahmedabad,Online course,False,True,False
T5960,U026,2021-04-16,expense,utilities,8030.0,crd,jaipur,ATM withdrawal,False,True,False
T10475,U028,2021-07-23,expense,rnt,7230.0,credit card,mumbai,,False,False,False
T13346,U062,2021-04-16,expense,health,5335.0,unknown,delhi,Gym membership,False,True,False
T3124,U122,2021-04-16,expense,travl,5164.0,upi,ban,,False,True,True
T0334,U074,2021-04-07,expense,fod,8870.0,credit card,mumbai,,False,False,False
T0050,U102,2021-04-16,income,investment,73956.0,unknown,unknown,Gym membership,False,True,False
T11535,U138,2021-04-16,expense,travel,1570.0,cash,delhi,Electricity bill,False,True,False
T5704,U110,2024-08-16,expense,entertainment,584.0,cash,jaipur,,False,False,True
T7829,U133,2023-05-13,expense,travl,3019.0,banktransfer,del,Electricity bill,False,False,False
T2354,U126,2021-04-16,expense,rentt,21559.0,banktransfer,kolkata,,False,True,False
T13729,U014,2021-05-31,expense,foods,1226.0,cash,mumbai,asdfgh,False,False,False
T4325,U073,2021-04-16,expense,food,934.0,crd,mum,,False,True,False
T8963,U040,2021-04-16,expense,traval,8640.0,bank_transfer,pune,,False,True,False
T3590,U020,2021-04-16,expense,travl,4311.0,upi,lucknow,Doctor consultation,False,True,False
T10213,U082,2022-08-04,expense,entrtnmnt,9049.0,upi,mum,...,False,False,False
T0384,U119,2021-04-16,expense,travel,7771.0,credit card,kol,Internet bill,False,True,False
T8441,U002,2021-04-16,expense,education,9076.0,cash,chennai,Fixed deposit,False,True,False
T9592,U094,2021-04-16,expense,entrtnmnt,6332.0,bank transfer,chennai,Grocery shopping,False,True,False
T12396,U008,2021-04-16,expense,savings,7660.0,credit card,bangalore,Medicine,False,True,False
T12253,U072,2021-04-16,income,investment,19028.0,bank_transfer,jaipur,,False,True,False
T11717,U068,2021-04-16,expense,rnt,1475.0,cash,mumbai,Books,False,True,False
T11686,U146,2021-02-27,expense,travel,5885.0,upi,chennai,xyz123,False,False,False
T3221,U134,2021-03-01,expense,entertainment,8794.0,crd,ahm,Grocery shopping,False,False,False
T11769,U100,2023-11-27,expense,utility,4838.0,crd,kolkata,Monthly rent payment,False,False,False
T10507,U062,2021-04-16,expense,foodd,798.0,upi,lucknow,EMI payment,False,True,False
T13460,U029,2021-04-16,expense,health,9628.0,unknown,mumbai,Monthly rent payment,False,True,False
T7757,U003,2024-08-12,income,others,41460.0,upi,delhi,Electricity bill,False,False,False
T2512,U068,2023-08-23,expense,entertainment,9180.0,cash,bangalore,,False,False,False
T13790,U013,2021-04-16,expense,rent,9615.0,crd,delhi,,False,True,False
T7546,U133,2021-04-16,expense,travl,5164.0,bank transfer,pune,xyz123,False,True,True
T13978,U001,2021-04-16,expense,travel,956.0,credit card,mumbai,Coffee,False,True,False
T10034,U077,2021-04-16,expense,utilities,9781.0,credit card,kolkata,Doctor consultation,False,True,False
T6984,U006,2021-04-16,expense,utility,9767.0,credit card,chennai,Online course,False,True,False
T13305,U122,2021-04-16,expense,entertain,3693.0,cash,bangalore,Fixed deposit,False,True,False
T5074,U104,2021-04-16,expense,entertainment,2998.0,upi,ahm,,False,True,False
T2554,U034,2021-04-16,expense,utilities,6291.0,credit card,unknown,Electricity bill,False,True,False
T12057,U121,2021-04-16,income,bonus,77481.0,banktransfer,kolkata,Lunch,False,True,False
T6967,U065,2021-04-16,expense,food,2883.0,credit card,delhi,Movie tickets,False,True,False
T7700,U132,2021-04-16,expense,food,4582.0,credit card,jaipur,,False,True,False
T9116,U081,2023-03-22,expense,unknown,2295.0,unknown,lucknow,Uber ride,False,False,True
T13250,U076,2021-04-16,expense,entertainment,5125.0,upi,del,Electricity bill,False,True,False
T4575,U094,2021-10-05,expense,food,9451.0,upi,delhi,Movie tickets,False,False,False
T2930,U078,2023-03-21,expense,utilities,1636.0,cash,ahmedabad,,False,False,False
T0593,U117,2023-06-18,expense,travel,8182.0,bank transfer,hyderabad,Train ticket,False,False,False
T11545,U069,2021-04-16,expense,helth,5096.0,crd,kol,Medicine,False,True,True
T8728,U019,2022-03-02,expense,rent,10018.0,banktransfer,jai,,False,False,False
T6180,U119,2021-04-16,expense,food,4823.0,cash,lucknow,xyz123,False,True,True
T7229,U095,2024-01-15,expense,savings,7624.0,credit card,chennai,,False,False,False
T12555,U143,2021-04-16,income,freelance,28988.0,crd,lucknow,,False,True,False
T11613,U073,2021-04-16,expense,utilties,9109.0,upi,jai,test,False,True,False
T7408,U077,2021-02-20,expense,travel,780.0,credit card,delhi,Online course,False,False,False
T11274,U094,2024-03-31,expense,entrtnmnt,1980.0,credit card,chennai,Online course,False,False,False
T1816,U035,2021-04-16,expense,travel,4300.0,credit card,chennai,Movie tickets,False,True,False
T7881,U011,2023-10-26,income,salary,11610.0,credit card,hyderabad,Lunch,False,False,False
T10939,U065,2021-02-10,expense,food,2464.0,cash,pune,Online course,False,False,False
T8900,U062,2022-09-09,expense,entrtnmnt,-500.0,banktransfer,ahmedabad,asdfgh,False,False,False
T12044,U006,2021-04-16,expense,utilities,0.0,credit card,pune,Restaurant dinner,False,True,False
T4017,U069,2021-04-16,expense,unknown,2295.0,unknown,ahm,test,False,True,False
T5280,U130,2022-05-08,expense,rent,15269.0,credit card,unknown,,False,False,False
T4057,U079,2021-02-27,expense,health,4811.0,unknown,pune,Fixed deposit,False,False,True
T7513,U114,2021-04-16,expense,misc,4139.5,upi,jaipur,Medicine,False,True,True
T7782,U116,2021-04-16,expense,rent,0.0,upi,kolkata,EMI payment,False,True,False
T4345,U098,2021-04-16,expense,rent,9805.0,credit card,hyderabad,Grocery shopping,False,True,False
T7673,U103,2021-04-16,expense,travel,4705.0,upi,mumbai,test,False,True,True
T11795,U061,2024-12-16,expense,rentt,31237.0,cash,mumbai,,False,False,False
T12252,U081,2022-08-12,expense,travel,6381.0,upi,lucknow,Grocery shopping,False,False,False
T2811,U110,2021-04-16,income,investment,11646.0,unknown,jai,,False,True,False
T3118,U019,2021-04-16,expense,food,4184.0,banktransfer,lucknow,ATM withdrawal,False,True,False
T12447,U053,2024-04-29,income,freelance,22105.0,crd,bangalore,asdfgh,False,False,False
T0034,U063,2021-06-27,expense,edu,5359.0,upi,lucknow,Lunch,False,False,True
T6422,U016,2021-04-16,expense,rnt,5162.0,upi,delhi,Online course,False,True,True
T11983,U007,2021-03-09,expense,savings,6004.0,bank transfr,bangalore,xyz123,False,False,False
T1660,U048,2022-02-23,expense,foodd,585.0,cash,kol,...,False,False,False
T10408,U113,2024-08-09,expense,rentt,26728.0,upi,lucknow,misc,False,False,True
T1059,U148,2021-04-16,expense,food,9726.0,cash,jai,,False,True,False
T8584,U119,2021-04-16,expense,health,6742.0,upi,jai,,False,True,False
T1879,U037,2022-09-21,expense,rent,523.0,credit card,unknown,misc,False,False,True
T0529,U117,2022-12-22,expense,entrtnmnt,2980.0,crd,kolkata,...,False,False,False
T3057,U127,2022-02-27,expense,utilties,4712.0,cash,delhi,Restaurant dinner,False,False,True
T13259,U109,2024-01-16,expense,rentt,38553.0,credit card,mum,misc,False,False,False
T3152,U046,2021-04-16,expense,rent,523.0,bank transfer,ahmedabad,Grocery shopping,False,True,True
T3696,U109,2021-04-16,expense,utlities,5786.0,credit card,bangalore,Coffee,False,False,False
T3006,U086,2022-03-29,expense,food,4385.0,unknown,kolkata,,False,False,False
T12745,U119,2021-04-16,expense,travl,3096.0,banktransfer,pun,EMI payment,False,True,False
T8804,U037,2023-12-13,expense,rnt,3820.0,unknown,chennai,Online course,False,False,False
T3658,U057,2024-02-13,expense,education,7698.0,bank transfr,delhi,Coffee,False,False,False
T4483,U113,2021-06-27,income,salary,27406.0,cash,del,Lunch,False,False,False
T6049,U149,2021-04-16,income,others,2001.5,unknown,delhi,misc,False,True,True
T7676,U088,2021-04-16,expense,rent,4991.0,cash,delhi,Internet bill,False,True,True
T12726,U042,2021-04-16,income,investment,18434.0,banktransfer,jaipur,,False,True,False
T8446,U142,2021-04-16,expense,utlities,3972.0,upi,chennai,Movie tickets,False,True,False
T4883,U055,2021-04-16,expense,travel,9254.0,banktransfer,chennai,EMI payment,False,True,False
T7291,U146,2021-04-16,expense,utilties,8629.0,upi,jaipur,Internet bill,False,True,False
T2199,U114,2022-10-07,expense,educaton,6158.0,upi,ahmedabad,,False,False,False
T4559,U037,2021-04-16,expense,health,2897.0,cash,chennai,Lunch,False,True,False
T13782,U054,2021-04-16,expense,education,6768.0,cash,unknown,,False,True,False
T0512,U031,2024-12-12,expense,travl,5164.0,credit card,bangalore,Online course,False,False,True
T4266,U072,2021-04-16,income,bonus,33323.0,crd,hyderabad,,False,True,False
T5147,U011,2021-04-16,income,freelance,29233.0,upi,ban,Grocery shopping,False,True,False
T7992,U146,2021-04-16,expense,entertainment,3832.0,unknown,kolkata,Uber ride,False,True,False
T0710,U061,2024-06-08,income,others,57203.0,credit card,bangalore,misc,False,False,False
T11976,U137,2024-08-29,expense,utilities,3017.0,cash,chennai,EMI payment,False,False,False
T13584,U028,2021-04-16,income,bonus,13551.0,upi,mumbai,,False,True,False
T9416,U076,2021-04-16,expense,foodd,2457.0,upi,hyderabad,!!!,False,True,True
T6499,U066,2021-04-16,expense,utlities,5347.0,upi,luc,,False,True,False
T12458,U120,2021-04-16,expense,food,498.0,credit card,hyderabad,test,False,True,True
T11363,U043,2021-04-16,expense,foods,2435.0,banktransfer,che,ATM withdrawal,False,True,False
T1801,U113,2021-04-16,expense,foodd,2555.0,cash,jaipur,test,False,True,False
T4027,U072,2023-12-23,expense,foodd,1822.0,unknown,delhi,Monthly rent payment,False,False,False
T7105,U084,2021-04-16,expense,utilities,568.0,cash,pune,test,False,True,True
T13576,U050,2021-04-16,expense,utilities,9942.0,credit card,lucknow,Uber ride,False,True,False
T12978,U037,2021-04-16,expense,foods,2610.5,credit card,lucknow,Electricity bill,False,True,True
T12922,U141,2021-04-16,expense,food,3056.0,credit card,ahm,,False,True,False
T10030,U093,2021-04-16,expense,rent,3744.0,cash,jaipur,Internet bill,False,True,False
T0387,U028,2021-02-06,expense,rnt,6737.0,bank transfer,luc,misc,False,False,False
T9896,U102,2021-04-16,expense,rent,7975.0,upi,bangalore,test,False,True,False
T8638,U112,2023-07-20,expense,health,3428.0,credit card,ban,Gym membership,False,False,False
T8964,U139,2023-05-26,expense,entertain,4902.0,credit card,unknown,Books,False,False,True
T1113,U120,2023-05-01,expense,utilities,568.0,bank transfer,del,Medicine,False,False,True
T6280,U125,2024-05-11,expense,rnt,5162.0,crd,chennai,...,False,False,True
T8544,U142,2021-06-03,expense,travel,3417.0,unknown,kol,misc,False,False,False
T8025,U071,2024-10-14,income,others,74866.0,upi,pune,Grocery shopping,False,False,False
T3076,U077,2021-04-16,expense,unknown,2295.0,crd,pune,Movie tickets,False,True,False
T5671,U138,2024-11-07,expense,savings,212.0,crd,mumbai,EMI payment,False,False,False
T11167,U019,2021-04-16,expense,entertain,9172.0,upi,kolkata,Fixed deposit,False,True,False
T9819,U094,2024-01-31,expense,unknown,2295.0,cash,chennai,,False,False,True
T11114,U139,2021-04-16,expense,rentt,5585.0,crd,lucknow,,False,True,False
T9309,U133,2021-12-05,expense,entrtnmnt,2103.0,cash,jaipur,asdfgh,False,False,False
T5039,U066,2021-04-16,expense,rnt,1897.0,cash,chennai,Books,False,True,False
T10114,U109,2021-04-16,expense,travel,5247.0,credit card,jaipur,Electricity bill,False,True,True
T12325,U052,2021-04-16,expense,food,1702.0,cash,kolkata,,False,True,False
T8234,U011,2021-04-16,income,others,35843.0,credit card,kolkata,,False,True,False
T11279,U104,2021-04-16,expense,travl,2694.0,bank transfer,lucknow,Grocery shopping,False,True,False
T9967,U096,2021-04-16,expense,food,4823.0,cash,ahmedabad,Coffee,False,True,True
T2604,U092,2021-04-16,income,investment,28864.0,cash,pune,Fixed deposit,False,True,False
T5562,U105,2024-02-23,expense,rent,8555.0,cash,ahmedabad,Uber ride,False,False,False
T8636,U095,2023-12-23,expense,entrtnmnt,6232.0,cash,che,test,False,False,False
T10311,U135,2021-04-16,expense,unknown,2295.0,bank transfr,del,Medicine,False,True,False
T8766,U023,2021-04-16,expense,rent,5668.0,crd,mumbai,ATM withdrawal,False,True,False
T11017,U031,2021-04-16,expense,food,4694.5,bank_transfer,unknown,Coffee,False,True,True
T9743,U026,2021-04-16,expense,rnt,9788.0,upi,ahm,Lunch,False,True,False
T7071,U085,2021-04-16,expense,travl,9882.0,credit card,unknown,Monthly rent payment,False,True,False
T12026,U129,2024-10-22,expense,foodd,2457.0,crd,hyderabad,Medicine,False,False,True
T5922,U063,2024-06-18,expense,foods,2932.0,cash,hyderabad,EMI payment,False,False,False
T9559,U092,2024-01-23,expense,food,9486.0,cash,ahmedabad,,False,False,False
T8065,U059,2022-04-17,expense,fod,2645.0,credit card,bangalore,...,False,False,False
T9346,U044,2021-04-16,expense,unknown,2295.0,cash,ban,Lunch,False,True,False
T13268,U060,2024-02-02,expense,entertain,7262.0,unknown,hyd,!!!,False,False,False
